Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1000,0.02939724550142672,-74.50104448815161,89.39176937273538
1006.825583600639,0.03016957476680066,-73.07788516944468,87.76141140411754
1013.697755792766,0.03057271552508876,-73.80582500710501,84.76553031815661
1020.616834570709,0.02991946952008678,-72.97641987754891,92.63783343001144
1027.58314009929,0.03018266615561376,-72.01894581858369,73.7827392108202
1034.596994728644,0.03016094766249795,-73.50022411453305,87.21510422301381
1041.658723009134,0.03028423487682206,-73.58799788816002,79.78169484494312
1048.768651706367,0.02983720879809861,-73.47646043753704,89.77984937356615
1055.927109816317,0.03039300719559885,-73.26470327220277,86.67068168948066
1063.134428580549,0.02972776626982469,-73.79308944286787,86.82292456866776
1070.390941501542,0.03021048809441243,-74.28359285026453,85.35797578942176
1077.696984358127,0.03046448088568704,-73.30075082374744,91.56281030197709
1085.052895221019,0.03035635421600753,-72.54163852855318,88.08926550667502
1092.459014468464,0.03034549943610335,-73.52338948879205,89.68423412819129
1099.91568480199,0.03123403349321814,-73.0297223192927,72.11125522467869
1107.42325126226,0.03038261016827927,-73.66410003981667,81.52930201241564
1114.982061245041,0.03013399126436084,-73.40871348252179,87.47983876858669
1122.592464517281,0.02996049216126647,-72.73213487215939,82.55791409143836
1130.25481323329,0.03061415214837546,-73.74203095365029,89.66350485996634
1137.969461951038,0.03073137499721577,-71.98265147521879,90.28420755637353
1145.736767648558,0.03063383808792488,-72.25301904228704,83.99588342737809
1153.557089740468,0.03015863780984892,-71.76985986591765,95.0993583122154
1161.430790094601,0.03079269515426657,-73.92528484125694,85.54833676615905
1169.358233048747,0.03042090682870282,-71.53464870635301,101.3610459050656
1177.339785427515,0.02978761321342688,-72.82076629553688,88.05255005890979
1185.375816559309,0.02994887876205352,-72.06117305809215,88.24391540138586
1193.466698293409,0.03008411320703679,-72.4124956204798,84.73849602266998
1201.612805017188,0.0305735723480114,-73.35114197780069,88.50696658961624
1209.814513673431,0.03002431707329737,-72.54605571313913,90.19101880690283
1218.072203777774,0.0298423707803663,-71.13798348590552,91.43082020412686
1226.386257436273,0.03036007631211808,-71.5403309791138,86.42454240543339
1234.757059363078,0.03059605783343227,-71.72899810004908,84.64665372841998
1243.184996898239,0.03057337848114336,-72.55754279475316,80.92265082158062
1251.670460025627,0.030895033027606,-72.56637311550512,82.54945332733631
1260.213841390981,0.03060369441585288,-72.60072192117755,84.79117364994255
1268.815536320077,0.03025030122812662,-71.73551890493488,84.79786154832289
1277.475942837018,0.02989545292639271,-71.61810493179149,85.59317522433918
1286.195461682657,0.03002541778806267,-70.86732047844892,91.50054798329025
1294.974496333133,0.0300644109447623,-71.41774594700536,90.82894331096873
1303.813453018549,0.02986744102678508,-70.77980046396252,91.63005934027177
1312.712740741764,0.03010971451619628,-71.73871534854567,96.95041273625615
1321.67277129732,0.02937143244777591,-71.62112722108868,93.05309633168991
1330.693959290497,0.0296934418754124,-71.57597949093153,87.01766014850443
1339.776722156499,0.03004260667085653,-70.936951772976,88.12038460565567
1348.921480179767,0.03042564399889749,-71.23471018166218,88.18466472852555
1358.128656513431,0.03043067075767796,-71.04480325023947,86.37170163071465
1367.398677198886,0.03076389425243902,-70.87009641036209,84.23134991164784
1376.731971185509,0.0296946973981199,-69.61905168448244,89.55228738438223
1386.128970350507,0.0304185870043735,-70.90313011744692,89.90433611683201
1395.590109518901,0.03103868665039444,-69.77385779862225,91.9194875881426
1405.115826483647,0.03088236633516704,-70.57835512644257,84.92890049008996
1414.70656202589,0.03102751832752639,-71.32725003113416,88.94188739145521
1424.36275993537,0.03153337882010415,-70.31997679699614,85.4086862589951
1434.084867030944,0.03051201767119456,-70.14115581467686,86.01702886539684
1443.873333181274,0.0311257159571747,-70.44211162775466,86.9899143026192
1453.728611325635,0.03120039035466766,-70.48351910112497,85.6507061562902
1463.651157494878,0.03010677748121822,-70.23721881064942,92.8851149745979
1473.64143083253,0.03082986801096416,-70.91841735393247,84.59326550356502
1483.699893616042,0.03036464141795042,-70.05417857077316,86.16996652643662
1493.827011278176,0.03077775797295002,-68.68834552040498,88.29491075867566
1504.023252428547,0.02972006505146072,-69.55571536834724,90.43544974200917
1514.289088875302,0.03011651638628041,-69.38594554592017,89.32204654013714
1524.624995646955,0.03074765894012202,-68.93312073177742,87.17810629545424
1535.031451014366,0.03090281174690169,-70.88164678578364,82.57503775134433
1545.508936512874,0.03128641871044959,-69.02241502236753,92.7124780756626
1556.057936964576,0.0304352173149301,-69.36435127071243,87.99678281913253
1566.678940500764,0.03009878111818307,-69.7537243096843,90.18533154839915
1577.372438584512,0.03069004007898744,-68.36523242233058,91.81238478972645
1588.138926033413,0.03088724937892491,-69.47903515831895,92.17178625443982
1598.978901042482,0.0307966472312962,-69.30359340350047,92.25043501479743
1609.892865207205,0.03168414631120108,-69.0717304606496,91.29340186921308
1620.881323546747,0.03051520634849433,-69.73470806657151,89.87254360645431
1631.944784527329,0.03066567260974504,-68.84867412743208,87.82871587753675
1643.083760085746,0.03133700949160752,-69.59411380935454,87.02599932102703
1654.298765653062,0.0304821978902429,-69.57420502313433,87.87021060004579
1665.59032017846,0.0312263671069098,-68.93858440052894,81.56174488050283
1676.958946153251,0.03055847716104423,-68.76034831207792,85.09918879388334
1688.405169635059,0.03115733066060961,-67.91891436423785,86.23669519007443
1699.929520272153,0.03117894644560965,-68.95624075358489,85.13603304976868
1711.532531327963,0.0305597646490506,-68.74129049069373,91.43935777454965
1723.214739705754,0.03085483913770752,-68.91070803139898,92.82488653299013
