Frequency (Hz),Trace 1 (dBV),Phase (deg)
0,-50.22710938697258,180
8.4244522084196,-50.55762787998349,0.07784463530881124
16.8489044168392,-54.03676423058157,0.0719375083257103
25.2733566252588,-63.76303286200093,179.7204706438455
33.6978088336784,-78.96064029509675,175.7167383572637
42.122261042098,-80.09554766965606,179.0401871506008
50.5467132505176,-79.44509997348275,10.16583393133963
58.9711654589372,-79.45781840095775,15.32082723274498
67.3956176673568,-81.70085827536879,9.520958363975975
75.8200698757764,-83.76289301635509,178.2831937836652
84.24452208419601,-82.73346907184305,164.3477265384424
92.6689742926156,-82.33243544902236,118.5098428582328
101.0934265010352,-83.08665166620509,36.73283844940456
109.5178787094548,-82.39179217931989,145.3202016801781
117.9423309178744,-81.8821857750597,138.4859077775296
126.366783126294,-83.39617664258851,126.0173030926769
134.7912353347136,-82.30975254288276,85.68885931277886
143.2156875431332,-83.14456491717419,56.06235201043642
151.6401397515528,-82.24402334679793,41.19854733963157
160.0645919599724,-82.57692437471465,34.1454008132712
168.489044168392,-82.7570202714453,64.6899988400706
176.9134963768116,-81.93605654365624,109.4316584884081
185.3379485852312,-82.61448605636619,147.188841388726
193.7624007936508,-82.94478341111198,164.4681391290568
202.1868530020704,-82.31813191337761,176.8937570199834
210.61130521049,-83.43240886027674,8.121552148074727
219.0357574189096,-84.95319565095795,10.73508184446427
227.4602096273292,-84.36945513059783,2.564007237288677
235.8846618357488,-83.18191202105712,123.8905404611178
244.3091140441684,-82.6943663523864,98.60329892888454
252.733566252588,-83.03065635423954,84.09631926098781
261.1580184610076,-83.2623930620471,111.3295317894506
269.5824706694272,-82.11746193451432,163.0546210354669
278.0069228778468,-82.32023590591119,171.7461538591069
286.4313750862664,-83.85475340847961,148.4095807971302
294.855827294686,-83.87789844591339,132.4488510223291
303.2802795031056,-84.14905441599555,59.49519912867859
311.7047317115252,-83.62715646090591,21.1873251987053
320.1291839199448,-82.44485589140046,4.448433403144354
328.5536361283644,-82.19495989835153,178.8483608079986
336.978088336784,-83.08256121929246,13.93038071959289
345.4025405452036,-82.34476223971818,34.06562266795443
353.8269927536232,-81.10312647499974,48.49841353916088
362.2514449620428,-81.98262080129304,57.09232678039803
370.6758971704624,-83.53899473547673,67.6111483230528
379.100349378882,-84.04759156370451,115.8108139912233
387.5248015873016,-83.86481899881309,14.48978900111963
395.9492537957212,-83.46554252203903,9.946279013023593
404.3737060041408,-84.5561758962094,159.0384664308564
412.7981582125604,-82.63324406448163,95.60471538757579
421.22261042098,-82.19836756829096,42.94166249303247
429.6470626293996,-83.02731823912708,9.451364341098756
438.0715148378192,-84.3218335134749,165.5387221991206
446.4959670462388,-84.27474055185998,160.3920938149723
