Time (s),Channel 1 (V)
-0.00495125,-0.01005217967315358
-0.00495,-0.01140034897680796
-0.00494875,-0.01207443362863461
-0.0049475,-0.0124114759545484
-0.004946249999999999,-0.01308556060637582
-0.004945,-0.0140966875841158
-0.004943749999999999,-0.01477077223594276
-0.0049425,-0.01544485688776972
-0.004941249999999999,-0.01611894153959668
-0.00494,-0.01645598386551001
-0.00493875,-0.01713006851733713
-0.0049375,-0.01814119549507711
-0.00493625,-0.01881528014690453
-0.004934999999999999,-0.01915232247281832
-0.00493375,-0.01982640712464497
-0.004932499999999999,-0.02016344945055845
-0.00493125,-0.02083753410238541
-0.004929999999999999,-0.02151161875421238
-0.00492875,-0.02218570340603903
-0.0049275,-0.02252274573195281
-0.004926249999999999,-0.02285978805786645
-0.004925,-0.02319683038377978
-0.004923749999999999,-0.02387091503560674
-0.0049225,-0.02387091503560674
-0.004921249999999999,-0.02420795736152022
-0.00492,-0.02488204201334718
-0.00491875,-0.02488204201334718
-0.0049175,-0.02521908433926051
-0.00491625,-0.02521908433926066
-0.004914999999999999,-0.0255561266651743
-0.00491375,-0.02589316899108762
-0.004912499999999999,-0.02555612666517399
-0.00491125,-0.02521908433926066
-0.004909999999999999,-0.02555612666517414
-0.00490875,-0.02555612666517414
-0.0049075,-0.02488204201334718
-0.00490625,-0.02488204201334718
-0.004905,-0.0245449996874337
-0.004903749999999999,-0.02319683038377978
-0.0049025,-0.02319683038377978
-0.004901249999999999,-0.02285978805786629
-0.0049,-0.02184866108012586
-0.004898749999999999,-0.02151161875421238
-0.0048975,-0.02050049177647239
-0.00489625,-0.02016344945055845
-0.004895,-0.01915232247281847
-0.00489375,-0.01847823782099105
-0.004892499999999999,-0.01780415316916332
-0.00489125,-0.01611894153959668
-0.004889999999999999,-0.01510781456185624
-0.00488875,-0.01443372991002928
-0.004887499999999999,-0.01375964525820232
-0.00488625,-0.01342260293228899
-0.004885,-0.01308556060637536
-0.004883749999999999,-0.01207443362863431
-0.0048825,-0.010726264324981
-0.004881249999999999,-0.01005217967315358
-0.00488,-0.009041052695413594
-0.004878749999999999,-0.008366968043586632
-0.0048775,-0.008029925717673152
-0.00487625,-0.00701879873993271
-0.004875,-0.006681756414019383
-0.00487375,-0.005670629436278787
-0.004872499999999999,-0.004322460132624712
-0.00487125,-0.003985417806711385
-0.004869999999999999,-0.003648375480797445
-0.00486875,-0.002637248503057462
-0.004867499999999999,-0.001626121525317021
-0.00486625,-0.0009520368734903662
-0.004865,-0.000614994547576579
-0.00486375,0.000396132430163403
-0.0048625,0.0003961324301638627
-0.004861249999999999,0.001744301733817938
-0.00486,0.002081344059731266
-0.004858749999999999,0.002755428711558227
-0.0048575,0.003429513363385188
-0.004856249999999999,0.00444064034112563
-0.004855,0.004777682667038956
-0.00485375,0.005451767318866071
-0.0048525,0.00679993662251938
-0.00485125,0.007811063600260435
-0.004849999999999999,0.008485148252087548
-0.00484875,0.008822190578000877
-0.004847499999999999,0.009496275229827838
-0.00484625,0.01050740220756828
-0.004844999999999999,0.01084444453348176
-0.00484375,0.01151852918530841
-0.0048425,0.01252965616304916
-0.004841249999999999,0.01320374081487643
-0.00484,0.01387782546670309
-0.004838749999999999,0.01421486779261703
-0.0048375,0.01522599477035701
-0.004836249999999999,0.01522599477035701
-0.004835,0.01590007942218397
-0.00483375,0.01657416407401093
-0.0048325,0.01691120639992426
-0.00483125,0.01758529105175137
-0.004829999999999999,0.01825937570357849
-0.00482875,0.01859641802949182
-0.004827499999999999,0.01859641802949212
-0.00482625,0.01927050268131877
-0.004824999999999999,0.01960754500723225
-0.00482375,0.01960754500723225
-0.0048225,0.02028162965905922
-0.00482125,0.02028162965905922
-0.00482,0.0206186719849727
-0.004818749999999999,0.02095571431088618
-0.0048175,0.02095571431088618
-0.004816249999999999,0.02028162965905922
-0.004815,0.0206186719849727
-0.004813749999999999,0.02095571431088618
-0.0048125,0.02061867198497285
-0.00481125,0.02028162965905922
-0.00481,0.01994458733314589
-0.00480875,0.01960754500723225
-0.004807499999999999,0.01960754500723195
-0.00480625,0.01893346035540529
-0.004804999999999999,0.01893346035540529
-0.00480375,0.01825937570357834
-0.004802499999999999,0.01792233337766485
-0.00480125,0.0172482487258382
-0.0048,0.01657416407401093
-0.004798749999999999,0.01623712174809699
-0.0047975,0.01522599477035701
-0.004796249999999999,0.01421486779261641
-0.004795,0.01387782546670309
-0.004793749999999999,0.01286669848896264
-0.0047925,0.01252965616304916
-0.00479125,0.01118148685939524
-0.00479,0.01050740220756859
-0.00478875,0.009496275229827838
-0.004787499999999999,0.00882219057800057
-0.00478625,0.008148105926173916
-0.004784999999999999,0.007474021274346495
-0.00478375,0.006462894296606513
-0.004782499999999999,0.006125851970693033
-0.00478125,0.004777682667039723
-0.00478,0.004103598015212149
-0.00477875,0.003092471037472167
-0.0047775,0.002418386385644746
-0.004776249999999999,0.001744301733817478
-0.004775,0.001070217081990824
-0.004773749999999999,5.909010425038212e-05
-0.0047725,-0.000614994547576579
-0.004771249999999999,-0.00128907919940354
-0.00477,-0.001963163851230195
-0.00476875,-0.002637248503057462
-0.0047675,-0.003311333154884117
-0.00476625,-0.004322460132624865
-0.004764999999999999,-0.004996544784452286
-0.00476375,-0.006007671762192269
-0.004762499999999999,-0.006344714088105749
-0.00476125,-0.007355841065846191
-0.004759999999999999,-0.008029925717673152
-0.00475875,-0.008704010369499806
-0.0047575,-0.01005217967315404
-0.004756249999999999,-0.01038922199906782
-0.004755,-0.01106330665089448
-0.004753749999999999,-0.01207443362863523
-0.0047525,-0.01274851828046188
-0.004751249999999999,-0.01308556060637536
-0.00475,-0.0140966875841158
-0.004748749999999999,-0.01477077223594276
-0.0047475,-0.01578189921368275
-0.00474625,-0.01611894153959668
-0.004744999999999999,-0.01713006851733728
-0.00474375,-0.01746711084325061
-0.004742499999999999,-0.01814119549507787
-0.00474125,-0.01881528014690453
-0.004739999999999999,-0.01948936479873149
-0.00473875,-0.02016344945055815
-0.0047375,-0.02050049177647193
-0.00473625,-0.02050049177647193
-0.004735,-0.02184866108012586
-0.004733749999999999,-0.02218570340603934
-0.0047325,-0.02218570340603934
-0.004731249999999999,-0.02319683038377978
-0.00473,-0.02319683038377978
-0.004728749999999999,-0.02353387270969326
-0.0047275,-0.02387091503560659
-0.00472625,-0.02488204201334718
-0.004725,-0.02454499968743385
-0.00472375,-0.02521908433926066
-0.004722499999999999,-0.02589316899108732
-0.00472125,-0.02521908433926066
-0.004719999999999999,-0.02488204201334718
-0.00471875,-0.02488204201334718
-0.004717499999999999,-0.02555612666517414
-0.00471625,-0.02521908433926082
-0.004715,-0.02488204201334718
-0.004713749999999999,-0.0245449996874337
-0.0047125,-0.0245449996874337
-0.004711249999999999,-0.02420795736151991
-0.00471,-0.02353387270969326
-0.004708749999999999,-0.02319683038377978
-0.0047075,-0.02319683038377978
-0.004706249999999999,-0.02252274573195281
-0.004705,-0.02184866108012616
-0.00470375,-0.0211745764282989
-0.004702499999999999,-0.01982640712464467
-0.00470125,-0.01915232247281801
-0.004699999999999999,-0.01847823782099074
-0.00469875,-0.01780415316916409
-0.004697499999999999,-0.01746711084325061
-0.00469625,-0.01645598386551062
-0.004695,-0.01544485688776972
-0.00469375,-0.01477077223594307
-0.0046925,-0.0140966875841158
-0.004691249999999999,-0.01342260293228838
-0.00469,-0.0124114759545484
-0.004688749999999999,-0.01173739130272144
-0.0046875,-0.010726264324981
-0.004686249999999999,-0.01038922199906752
-0.004685,-0.009378095021327533
-0.00468375,-0.008029925717673152
-0.0046825,-0.007692883391759824
-0.00468125,-0.006681756414019229
-0.004679999999999999,-0.006007671762191809
-0.00467875,-0.004996544784451827
-0.004677499999999999,-0.004659502458538346
-0.00467625,-0.004322460132624865
-0.004674999999999999,-0.002974290828970943
-0.00467375,-0.002300206177144288
-0.0046725,-0.002300206177143982
-0.004671249999999999,-0.001289079199402927
-0.00467,5.909010425038212e-05
-0.004668749999999999,0.0003961324301641693
-0.0046675,0.001070217081990824
-0.004666249999999999,0.002081344059731266
-0.004665,0.002418386385644746
-0.004663749999999999,0.003092471037471707
-0.0046625,0.003766555689298362
-0.00466125,0.00477768266703911
-0.004659999999999999,0.006125851970693186
-0.00465875,0.006462894296606513
-0.004657499999999999,0.006462894296606973
-0.00465625,0.007474021274346955
-0.004654999999999999,0.008822190578000877
-0.00465375,0.009159232903914358
-0.0046525,0.009833317555741319
-0.00465125,0.01050740220756797
-0.00465,0.01118148685939524
-0.004648749999999999,0.01185557151122235
-0.0046475,0.01219261383713568
-0.004646249999999999,0.01320374081487613
-0.004645,0.01421486779261657
-0.004643749999999999,0.01455191011853005
-0.0046425,0.01488895244444337
-0.00464125,0.01590007942218397
-0.00464,0.01657416407401063
-0.00463875,0.01691120639992441
-0.004637499999999999,0.01724824872583804
-0.00463625,0.01758529105175137
-0.004634999999999999,0.01758529105175137
-0.00463375,0.01825937570357834
-0.004632499999999999,0.01893346035540529
-0.00463125,0.01893346035540529
-0.00463,0.01994458733314573
-0.004628749999999999,0.01994458733314573
-0.0046275,0.01994458733314573
-0.004626249999999999,0.02028162965905952
-0.004625,0.02095571431088618
-0.004623749999999999,0.02095571431088618
-0.0046225,0.02095571431088618
-0.004621249999999999,0.02129275663679966
-0.00462,0.02129275663679966
-0.00461875,0.02129275663679966
-0.004617499999999999,0.02095571431088603
-0.00461625,0.0206186719849727
-0.004614999999999999,0.02028162965905922
-0.00461375,0.02028162965905922
-0.004612499999999999,0.01960754500723225
-0.00461125,0.01960754500723225
-0.00461,0.01825937570357834
-0.00460875,0.01758529105175168
-0.0046075,0.01724824872583789
-0.004606249999999999,0.01691120639992426
-0.004605,0.01657416407401093
-0.004603749999999999,0.01556303709627049
-0.0046025,0.01455191011853005
-0.004601249999999999,0.01455191011853005
-0.0046,0.01354078314079006
-0.00459875,0.01252965616304916
-0.0045975,0.01151852918530918
-0.00459625,0.01084444453348176
-0.004594999999999999,0.01050740220756782
-0.00459375,0.009496275229827838
-0.004592499999999999,0.009159232903914358
-0.00459125,0.008148105926173916
-0.004589999999999999,0.007474021274346955
-0.00458875,0.006462894296606973
-0.0045875,0.005788809644779552
-0.00458625,0.004440640341126243
-0.004585,0.004103598015212149
-0.004583749999999999,0.003766555689298055
-0.0045825,0.002418386385644746
-0.004581249999999999,0.001407259407904304
-0.00458,0.0003961324301638627
-0.004578749999999999,5.909010425038212e-05
-0.0045775,-0.0006149945475762725
-0.00457625,-0.001626121525317021
-0.004574999999999999,-0.001963163851230655
-0.00457375,-0.002300206177143982
-0.004572499999999999,-0.003648375480798211
-0.00457125,-0.004322460132624865
-0.004569999999999999,-0.004996544784451827
-0.00456875,-0.005670629436278787
-0.0045675,-0.006681756414019229
-0.00456625,-0.007692883391759211
-0.004565,-0.008366968043586632
-0.004563749999999999,-0.009041052695413746
-0.0045625,-0.009378095021327073
-0.004561249999999999,-0.01038922199906797
-0.00456,-0.01140034897680796
-0.004558749999999999,-0.01207443362863492
-0.0045575,-0.01274851828046157
-0.00455625,-0.01375964525820232
-0.004555,-0.01443372991002898
-0.00455375,-0.01544485688776972
-0.004552499999999999,-0.01578189921368336
-0.00455125,-0.01611894153959668
-0.004549999999999999,-0.01679302619142364
-0.00454875,-0.01746711084325061
-0.004547499999999999,-0.01814119549507757
-0.00454625,-0.01881528014690422
-0.004545,-0.01948936479873149
-0.00454375,-0.02016344945055815
-0.0045425,-0.02050049177647193
-0.004541249999999999,-0.02083753410238572
-0.00454,-0.02151161875421238
-0.004538749999999999,-0.02218570340603934
-0.0045375,-0.02319683038377978
-0.004536249999999999,-0.02319683038377978
-0.004535,-0.02319683038377978
-0.00453375,-0.02387091503560674
-0.004532499999999999,-0.02420795736152037
-0.00453125,-0.0245449996874337
-0.004529999999999999,-0.02488204201334733
-0.00452875,-0.02521908433926066
-0.004527499999999999,-0.02488204201334718
-0.00452625,-0.02521908433926066
-0.004525,-0.02555612666517414
-0.00452375,-0.02555612666517414
-0.0045225,-0.02521908433926066
-0.004521249999999999,-0.02488204201334718
-0.00452,-0.02488204201334718
-0.004518749999999999,-0.02420795736152007
-0.0045175,-0.02387091503560674
-0.004516249999999999,-0.02353387270969326
-0.004515,-0.02319683038377993
-0.00451375,-0.02285978805786629
-0.0045125,-0.02285978805786629
-0.00451125,-0.02218570340603934
-0.004509999999999999,-0.02083753410238511
-0.00450875,-0.02016344945055845
-0.004507499999999999,-0.01982640712464497
-0.00450625,-0.01915232247281801
-0.004504999999999999,-0.01847823782099105
-0.00450375,-0.01780415316916439
-0.0045025,-0.01679302619142364
-0.00450125,-0.01611894153959699
-0.0045,-0.01510781456185624
-0.004498749999999999,-0.01409668758411565
-0.0044975,-0.01375964525820232
-0.004496249999999999,-0.01308556060637536
-0.004495,-0.01207443362863492
-0.004493749999999999,-0.01140034897680796
-0.0044925,-0.01005217967315465
-0.00449125,-0.01005217967315404
-0.004489999999999999,-0.008704010369499806
-0.00448875,-0.008029925717673152
-0.004487499999999999,-0.007018798739932557
-0.00448625,-0.006681756414019229
-0.004484999999999999,-0.005670629436278787
-0.00448375,-0.004996544784451827
-0.0044825,-0.004322460132624865
-0.00448125,-0.003985417806711538
-0.00448,-0.002637248503057462
-0.004478749999999999,-0.002300206177143522
-0.0044775,-0.00128907919940354
-0.004476249999999999,-0.0002779522216630985
-0.004475,-0.0002779522216630985
-0.004473749999999999,0.0003961324301638627
-0.0044725,0.001407259407903845
-0.00447125,0.002081344059731266
-0.00447,0.00275542871155792
-0.00446875,0.003766555689298668
-0.004467499999999999,0.004440640341125936
-0.00446625,0.005114724992952591
-0.004464999999999999,0.005788809644779552
-0.00446375,0.006462894296606513
-0.004462499999999999,0.007136978948433475
-0.00446125,0.007811063600260129
-0.00446,0.008485148252087396
-0.00445875,0.009833317555740706
-0.0044575,0.0101703598816548
-0.004456249999999999,0.01118148685939524
-0.004455,0.01118148685939524
-0.004453749999999999,0.01219261383713568
-0.0044525,0.01252965616304916
-0.004451249999999999,0.01320374081487613
-0.00445,0.01421486779261611
-0.00444875,0.01488895244444353
-0.004447499999999999,0.01556303709627064
-0.00444625,0.01590007942218397
-0.004444999999999999,0.01657416407401124
-0.00444375,0.01724824872583789
-0.004442499999999999,0.01724824872583789
-0.00444125,0.01758529105175137
-0.00444,0.01825937570357834
-0.00443875,0.01893346035540499
-0.0044375,0.01859641802949182
-0.004436249999999999,0.01927050268131893
-0.004435,0.01960754500723225
-0.004433749999999999,0.0206186719849727
-0.0044325,0.0206186719849727
-0.004431249999999999,0.02028162965905922
-0.00443,0.02095571431088587
-0.00442875,0.02129275663679966
-0.0044275,0.02129275663679966
-0.00442625,0.02095571431088618
-0.004424999999999999,0.02061867198497285
-0.00442375,0.02095571431088618
-0.004422499999999999,0.0206186719849727
-0.00442125,0.0206186719849727
-0.004419999999999999,0.02028162965905922
-0.00441875,0.01960754500723256
-0.0044175,0.01893346035540529
-0.00441625,0.01825937570357864
-0.004415,0.01758529105175137
-0.004413749999999999,0.0179223333776647
-0.0044125,0.01758529105175137
-0.004411249999999999,0.01657416407401093
-0.00441,0.01590007942218397
-0.004408749999999999,0.01522599477035701
-0.0044075,0.0138778254667037
-0.00440625,0.01387782546670309
-0.004404999999999999,0.01320374081487567
-0.00440375,0.01219261383713568
-0.004402499999999999,0.01185557151122205
-0.00440125,0.01151852918530872
-0.004399999999999999,0.01084444453348176
-0.00439875,0.009159232903914358
-0.004397499999999999,0.008485148252087396
-0.00439625,0.007136978948434088
-0.004395,0.006799936622519993
-0.004393749999999999,0.005451767318865765
-0.0043925,0.00477768266703911
-0.004391249999999999,0.004103598015211996
-0.00439,0.003766555689298668
-0.004388749999999999,0.002755428711558227
-0.0043875,0.002081344059731572
-0.00438625,0.001070217081990824
-0.004385,0.0003961324301641691
-0.00438375,-0.0002779522216630985
-0.004382499999999999,-0.001289079199403847
-0.00438125,-0.001963163851230501
-0.004379999999999999,-0.002637248503057462
-0.00437875,-0.002974290828970943
-0.004377499999999999,-0.003311333154884424
-0.00437625,-0.003985417806711079
-0.004375,-0.005670629436278787
-0.00437375,-0.006344714088105443
-0.0043725,-0.00701879873993271
-0.004371249999999999,-0.008366968043586939
-0.00437,-0.009041052695413594
-0.004368749999999999,-0.01005217967315404
-0.0043675,-0.010726264324981
-0.004366249999999999,-0.01106330665089448
-0.004365,-0.0114003489768078
-0.00436375,-0.0124114759545484
-0.004362499999999999,-0.01375964525820247
-0.00436125,-0.0140966875841158
-0.004359999999999999,-0.01443372991002959
-0.00435875,-0.01510781456185624
-0.004357499999999999,-0.01611894153959668
-0.00435625,-0.01645598386551016
-0.004354999999999999,-0.01746711084325061
-0.00435375,-0.01814119549507726
-0.0043525,-0.01881528014690453
-0.004351249999999999,-0.01948936479873165
-0.00435,-0.01982640712464497
-0.004348749999999999,-0.02016344945055891
-0.0043475,-0.0211745764282989
-0.004346249999999999,-0.02151161875421238
-0.004345,-0.02151161875421238
-0.00434375,-0.02218570340603934
-0.0043425,-0.02252274573195266
-0.00434125,-0.02285978805786629
-0.004339999999999999,-0.02319683038378009
-0.00433875,-0.02387091503560674
-0.004337499999999999,-0.02420795736152022
-0.00433625,-0.02488204201334718
-0.004334999999999999,-0.0245449996874337
-0.00433375,-0.02521908433926036
-0.0043325,-0.02521908433926066
-0.00433125,-0.02488204201334733
-0.00433,-0.02488204201334718
-0.004328749999999999,-0.02521908433926051
-0.0043275,-0.02488204201334718
-0.004326249999999999,-0.0245449996874337
-0.004325,-0.0245449996874337
-0.004323749999999999,-0.02488204201334718
-0.0043225,-0.02420795736152052
-0.00432125,-0.02353387270969326
-0.004319999999999999,-0.02353387270969295
-0.00431875,-0.02285978805786629
-0.004317499999999999,-0.02218570340603918
-0.00431625,-0.02184866108012586
-0.004314999999999999,-0.02151161875421238
-0.00431375,-0.02050049177647193
-0.004312499999999999,-0.01948936479873149
-0.00431125,-0.01881528014690483
-0.00431,-0.01847823782099105
-0.004308749999999999,-0.01746711084325
-0.0043075,-0.01611894153959668
-0.004306249999999999,-0.01544485688776942
-0.004305,-0.01477077223594276
-0.004303749999999999,-0.01443372991002928
-0.0043025,-0.01342260293228884
-0.00430125,-0.0124114759545484
-0.0043,-0.01207443362863507
-0.00429875,-0.01140034897680796
-0.004297499999999999,-0.009715137347240402
-0.00429625,-0.009378095021327073
-0.004294999999999999,-0.008366968043586632
-0.00429375,-0.007692883391759671
-0.004292499999999999,-0.00701879873993271
-0.00429125,-0.006007671762192728
-0.00429,-0.005670629436278787
-0.00428875,-0.004659502458538805
-0.0042875,-0.003985417806711385
-0.004286249999999999,-0.002974290828970637
-0.004285,-0.002300206177143982
-0.004283749999999999,-0.001626121525317021
-0.0042825,-0.0009520368734900597
-0.004281249999999999,-0.0009520368734900597
-0.00428,-0.0002779522216634049
-0.00427875,5.909010425038212e-05
-0.004277499999999999,0.001407259407904611
-0.00427625,0.002081344059731266
-0.004274999999999999,0.003092471037472014
-0.00427375,0.003766555689298668
-0.004272499999999999,0.00477768266703911
-0.00427125,0.005451767318866071
-0.004269999999999999,0.006462894296606513
-0.00426875,0.00679993662251984
-0.0042675,0.007474021274346955
-0.004266249999999999,0.008148105926174376
-0.004265,0.009159232903914358
-0.004263749999999999,0.009833317555741626
-0.0042625,0.01050740220756828
-0.004261249999999999,0.01151852918530872
-0.00426,0.01219261383713568
-0.00425875,0.01219261383713568
-0.0042575,0.01286669848896234
-0.00425625,0.01320374081487613
-0.004254999999999999,0.01421486779261703
-0.00425375,0.01522599477035701
-0.004252499999999999,0.01556303709627049
-0.00425125,0.01590007942218397
-0.004249999999999999,0.01657416407401093
-0.00424875,0.01724824872583759
-0.0042475,0.01792233337766485
-0.00424625,0.01792233337766485
-0.004245,0.01893346035540529
-0.004243749999999999,0.0189334603554056
-0.0042425,0.01960754500723225
-0.004241249999999999,0.01927050268131877
-0.00424,0.02028162965905922
-0.004238749999999999,0.02028162965905922
-0.0042375,0.02061867198497255
-0.00423625,0.02095571431088618
-0.004235,0.02061867198497285
-0.00423375,0.02095571431088618
-0.004232499999999999,0.02061867198497285
-0.00423125,0.02095571431088618
-0.004229999999999999,0.0206186719849727
-0.00422875,0.0206186719849727
-0.004227499999999999,0.0206186719849727
-0.00422625,0.02028162965905937
-0.004225,0.01960754500723225
-0.004223749999999999,0.01927050268131862
-0.0042225,0.01893346035540529
-0.004221249999999999,0.01893346035540514
-0.00422,0.01859641802949182
-0.004218749999999999,0.01758529105175137
-0.0042175,0.01724824872583789
-0.00421625,0.01623712174809745
-0.004215,0.0155630370962708
-0.00421375,0.01522599477035701
-0.004212499999999999,0.01455191011852974
-0.00421125,0.01387782546670309
-0.004209999999999999,0.01286669848896264
-0.00420875,0.01219261383713568
-0.004207499999999999,0.01118148685939524
-0.00420625,0.01017035988165526
-0.004205,0.009496275229827838
-0.00420375,0.008485148252087855
-0.0042025,0.008148105926173916
-0.004201249999999999,0.006799936622519687
-0.0042,0.006125851970693033
-0.004198749999999999,0.005788809644779552
-0.0041975,0.00444064034112563
-0.004196249999999999,0.004103598015212149
-0.004195,0.003429513363385494
-0.00419375,0.002418386385644746
-0.0041925,0.001407259407904764
-0.00419125,0.001407259407904304
-0.004189999999999999,0.0003961324301637094
-0.00418875,5.909010425038212e-05
-0.004187499999999999,-0.00128907919940354
-0.00418625,-0.001626121525317021
-0.004184999999999999,-0.002637248503057462
-0.00418375,-0.003311333154884117
-0.0041825,-0.004322460132624865
-0.004181249999999999,-0.005333587110365613
-0.00418,-0.006007671762192269
-0.004178749999999999,-0.006681756414019689
-0.0041775,-0.007692883391759671
-0.004176249999999999,-0.008366968043586632
-0.004175,-0.009378095021327073
-0.00417375,-0.01005217967315404
-0.0041725,-0.01072626432498069
-0.00417125,-0.01140034897680796
-0.004169999999999999,-0.01207443362863523
-0.00416875,-0.01274851828046188
-0.004167499999999999,-0.01342260293228915
-0.00416625,-0.0140966875841158
-0.004164999999999999,-0.01477077223594276
-0.00416375,-0.01578189921368275
-0.0041625,-0.01645598386551016
-0.00416125,-0.01679302619142349
-0.00416,-0.01814119549507757
-0.004158749999999999,-0.01847823782099135
-0.0041575,-0.01915232247281801
-0.004156249999999999,-0.02016344945055845
-0.004155,-0.02016344945055845
-0.004153749999999999,-0.02050049177647193
-0.0041525,-0.02184866108012524
-0.00415125,-0.02218570340603934
-0.00415,-0.02218570340603934
-0.00414875,-0.02285978805786629
-0.004147499999999999,-0.0228597880578666
-0.00414625,-0.02353387270969326
-0.004144999999999999,-0.02387091503560674
-0.00414375,-0.02387091503560674
-0.004142499999999999,-0.0245449996874337
-0.00414125,-0.02488204201334702
-0.00414,-0.02555612666517414
-0.004138749999999999,-0.02555612666517414
-0.0041375,-0.02555612666517414
-0.004136249999999999,-0.02521908433926082
-0.004135,-0.02555612666517414
-0.004133749999999999,-0.02521908433926066
-0.0041325,-0.02555612666517414
-0.00413125,-0.02488204201334718
-0.00413,-0.02454499968743385
-0.00412875,-0.02387091503560674
-0.004127499999999999,-0.02387091503560689
-0.00412625,-0.02420795736152022
-0.004124999999999999,-0.02319683038377948
-0.00412375,-0.02252274573195281
