Frequency (Hz),Trace 1 (dB),Phase (deg)
3063.96484375,-82.70845794320851,18.57799390159528
3076.171875,-82.54889816613564,8.57506906151607
3088.37890625,-82.60547037621487,170.7992010550239
3100.5859375,-81.87730732058974,155.861921534484
3112.79296875,-81.97233808036721,140.7092938813111
3125,-82.98667173524149,99.81822536904234
3137.20703125,-83.27292588364969,19.64695383727788
3149.4140625,-81.82616806250438,147.1413656818529
3161.62109375,-82.1689387543756,146.2921810709444
3173.828125,-81.65621270222061,137.1437032113478
3186.03515625,-82.14918175809652,113.6826773789945
3198.2421875,-83.00182122388591,106.9829954580977
3210.44921875,-81.9589166475044,88.02770598422281
3222.65625,-82.55809041607635,80.34431454511081
3234.86328125,-82.6347260772113,14.76616936155001
3247.0703125,-82.6666719142537,76.30129299845208
3259.27734375,-81.89231266363163,77.49941672910539
3271.484375,-81.33744128494222,68.24889535281659
3283.69140625,-81.26025566838476,125.0516828259408
3295.8984375,-82.20388716076206,10.02703220106469
3308.10546875,-81.83153860831308,21.80510832627846
3320.3125,-82.43796024444934,21.0924908256866
3332.51953125,-83.26006029998132,22.12213926845915
3344.7265625,-83.16398868054404,13.8985590850833
3356.93359375,-82.44237458337464,142.4321705243397
3369.140625,-83.0763941057927,118.674871133652
3381.34765625,-82.36704965778827,121.3474402945884
3393.5546875,-82.49193780473198,121.4927075477851
3405.76171875,-82.72612391477028,107.3084083287256
3417.96875,-82.63039899429489,98.45272327280671
3430.17578125,-82.45456387275105,102.4779744502925
3442.3828125,-82.19733361845559,104.6393317432336
3454.58984375,-81.76880347240429,103.3442216620305
3466.796875,-80.92051688342515,111.6878769305955
3479.00390625,-81.84903176916794,114.1958151130348
3491.2109375,-83.54514420103695,112.9812047891387
3503.41796875,-82.19628752985412,128.5896940877573
3515.625,-81.80659310882697,147.3557464832535
3527.83203125,-82.3769060230747,147.707433974402
3540.0390625,-82.53212449624377,139.5232801793462
3552.24609375,-81.99531305652491,123.9574673461546
3564.453125,-82.2699444364393,113.2515544020497
3576.66015625,-82.38570205679943,119.8440254442691
3588.8671875,-83.26537683168004,136.6685678113785
3601.07421875,-82.65068505478493,152.0819567522025
3613.28125,-82.29937042444448,157.0064623949872
3625.48828125,-83.24331245475341,161.7026493140156
3637.6953125,-82.25022730732904,171.9103904884844
3649.90234375,-82.3263102236138,175.0488482419526
3662.109375,-82.20451108069881,173.3449941124697
3674.31640625,-80.91990221864671,170.2580142446576
3686.5234375,-80.70538150454919,5.803857269897952
3698.73046875,-82.11990600616528,89.28805420662641
3710.9375,-82.27335447461539,156.3170998162354
3723.14453125,-81.25935193256558,161.4363676018489
3735.3515625,-81.06273849235981,162.6827790604603
3747.55859375,-82.22016469812365,168.5135986608931
3759.765625,-82.32289696635839,171.047560602333
3771.97265625,-82.69525571302198,176.6420502183367
3784.1796875,-82.09259545313904,13.32127521666169
3796.38671875,-82.44722710259781,25.95821011930569
3808.59375,-82.58202370895233,35.73571931777047
3820.80078125,-82.91709620798466,55.83736627536012
3833.0078125,-82.60596575126593,71.1434937854077
3845.21484375,-82.81864524442298,90.99180166008085
3857.421875,-82.00372192195216,106.8495200222129
3869.62890625,-82.76031953876586,108.1275042434164
3881.8359375,-83.00663080995417,115.4110253465502
3894.04296875,-83.37609872876833,133.158640396164
3906.25,-82.45802050590484,49.84323760689261
3918.45703125,-82.38142829601814,4.830382340366802
3930.6640625,-82.56780818613436,160.3116732332076
3942.87109375,-82.25831057120367,161.3287129017236
3955.078125,-82.56409260199865,161.3299904017889
3967.28515625,-81.76106892694588,162.5290648797994
3979.4921875,-81.85428867488287,7.703146769816928
3991.69921875,-82.68251474199302,93.25374420513772
4003.90625,-82.73914315245193,137.9421235544521
4016.11328125,-83.67544300391323,158.4550694150227
4028.3203125,-82.44600946270768,178.3357395173755
4040.52734375,-82.53873681186663,2.401407072028031
4052.734375,-83.03961500196748,20.26936952268248
4064.94140625,-82.87545629779498,16.20884707117983
4077.1484375,-81.83332441349441,4.756258565355416
4089.35546875,-82.09460544697197,108.6315532700999
4101.5625,-82.33884074801885,15.94272712539586
4113.76953125,-82.98695188739374,54.65372215598983
4125.9765625,-82.48921596991097,95.83259681156545
4138.18359375,-81.6064483529634,119.4880414502347
4150.390625,-81.57210501263229,129.7941007865189
4162.59765625,-81.61906790028134,98.98143014534892
4174.8046875,-82.5021718726405,24.32328279611888
4187.01171875,-82.1948512944499,8.241582321257228
4199.21875,-82.52790042715446,6.042105509520442
4211.42578125,-82.97501619900021,10.13436727940235
4223.6328125,-83.34478759069974,13.65687134016954
4235.83984375,-82.45972956820806,11.90005401808586
4248.046875,-81.43837887507652,169.3674196564214
4260.25390625,-82.91254720655297,136.6862278262509
4272.4609375,-82.85879054454591,126.2969667040719
4284.66796875,-82.34054833466941,128.5106430103885
4296.875,-83.4010959729961,137.6797932894841
4309.08203125,-82.71489278845476,146.4985705336199
4321.2890625,-82.47901516321596,141.9653666475589
4333.49609375,-81.32962912903089,127.6626547449877
4345.703125,-81.69409943850125,122.2623818445328
4357.91015625,-82.77663101846997,105.6197960371553
4370.1171875,-82.54909343872879,51.72087459081369
4382.32421875,-82.98703168214489,30.02853673518525
4394.53125,-82.69874676896302,11.68706051617972
4406.73828125,-81.45226607090252,5.733653884999205
4418.9453125,-81.5846231798846,12.10319386774882
4431.15234375,-82.18103205935802,14.82441066222815
4443.359375,-82.03164416476723,164.03827948655
4455.56640625,-81.69357586043319,108.5560443945244
4467.7734375,-81.86837330415109,87.21326097595329
4479.98046875,-82.94799626229835,79.60573055826971
4492.1875,-82.87324771735092,70.01897939645417
4504.39453125,-82.4295465816044,34.51190417668647
4516.6015625,-81.98472169186269,3.471321259487406
4528.80859375,-81.57255018374501,172.1859454071611
4541.015625,-82.64654965033023,168.3381802437781
4553.22265625,-82.52000851106931,167.0853968326738
4565.4296875,-82.4574569666057,171.2535580629325
4577.63671875,-81.89815845293657,0.726927065822917
4589.84375,-81.32155448912954,28.45692403952197
4602.05078125,-81.96687874443944,117.7750095055756
4614.2578125,-82.21601107383138,110.641537570008
4626.46484375,-82.83241287133109,87.94826765379005
4638.671875,-82.53111567651304,67.01446079544121
4650.87890625,-82.19800506529612,58.4627031225473
4663.0859375,-83.27870014302059,34.54743137123407
4675.29296875,-83.03431515071354,172.147431960278
4687.5,-82.89139002322355,135.5260961835735
4699.70703125,-81.80222334304531,123.6972381642697
4711.9140625,-82.60142319925919,80.73902274279401
4724.12109375,-83.04846673683434,129.7076890470979
4736.328125,-82.50625528207098,134.9783922591889
4748.53515625,-81.32493790579778,112.4544685286608
4760.7421875,-81.94461220782345,125.8244546772088
4772.94921875,-82.55241444384433,85.22782318159042
4785.15625,-83.23034930594694,73.17253934220594
4797.36328125,-82.7153178780454,71.20507044444857
4809.5703125,-82.32535752093212,69.24560868453793
4821.77734375,-82.0333823788303,56.66945903658043
4833.984375,-81.32518025520865,38.16861039798178
4846.19140625,-83.08131105225027,41.88676911501139
4858.3984375,-82.5197906214421,75.46846299476064
4870.60546875,-83.20136937205193,92.71436147771145
4882.8125,-82.19380583800361,131.1894196876874
4895.01953125,-82.16616971347598,158.5016134923702
4907.2265625,-82.37156580546419,6.464217450966689
4919.43359375,-82.3771348801248,49.19308141358722
4931.640625,-83.13582324226788,79.4561220660448
4943.84765625,-83.29578051745253,98.58189495368448
4956.0546875,-82.40997589989313,111.4066634536132
4968.26171875,-82.13533909603022,123.7904300340771
4980.46875,-80.99571624328701,170.0912951884536
4992.67578125,-81.180004691937,92.78266631523434
5004.8828125,-80.6011947198032,98.4011523094416
5017.08984375,-80.865334216989,93.85507268266025
5029.296875,-82.36563992579852,97.94406899434372
5041.50390625,-82.2324752622366,126.8078326982567
5053.7109375,-82.81277027209094,172.020378471702
5065.91796875,-82.64882714292904,152.2386184903405
5078.125,-83.23161529838488,131.2896707999449
5090.33203125,-83.08927866296621,64.40435343909049
5102.5390625,-82.34640538086695,2.773375504332898
5114.74609375,-81.9948482410706,167.731358270137
5126.953125,-82.24891023509113,150.3792411065677
5139.16015625,-81.71508080198835,133.8436559113059
5151.3671875,-81.71015968799706,140.9225754552667
5163.57421875,-83.1153920319823,101.4695610119018
5175.78125,-82.36418229974065,102.4469581723441
5187.98828125,-83.02824440690924,75.76015324410504
5200.1953125,-82.70333385121086,39.24509226346454
5212.40234375,-82.25925841220608,4.387600970085165
5224.609375,-82.5684977720794,173.9897081300061
5236.81640625,-83.52987782809532,172.4165249384031
5249.0234375,-82.8299021864911,167.2010385414857
5261.23046875,-82.93274402783914,7.414425795917106
5273.4375,-82.11215506303424,11.19776785794602
5285.64453125,-81.87710515931082,14.46349175471111
5297.8515625,-82.23670523270033,23.5737261167351
5310.05859375,-82.97761242772283,50.57643529510308
5322.265625,-82.71937968980502,60.64483569039412
5334.47265625,-82.19571408455403,18.87689358574689
5346.6796875,-81.86094146683642,112.6300011821742
5358.88671875,-82.14120319632384,158.16853763071
5371.09375,-81.95766987281125,172.8346592162024
5383.30078125,-81.41153232244358,85.9532280140352
5395.5078125,-81.26820392730841,75.46482777598887
5407.71484375,-81.49198358910289,84.56474881802934
5419.921875,-82.02094884451643,85.25491428342011
5432.12890625,-82.36923092405138,86.49927724674546
5444.3359375,-81.86206653676859,114.6146479424149
5456.54296875,-82.62590367764544,114.6591992489184
5468.75,-81.63879267177343,66.53067940938956
5480.95703125,-81.16337100652214,61.65566714562994
5493.1640625,-81.33990838600224,95.12712674883144
5505.37109375,-82.02302695714449,107.1240729742334
5517.578125,-82.70843988044004,108.4236794389079
5529.78515625,-82.29391820800853,129.3075156069979
5541.9921875,-82.25154596335015,106.8362950170328
5554.19921875,-82.71591955848027,132.292627707083
5566.40625,-82.33576996783512,133.3547280755044
5578.61328125,-82.02384111497213,139.4385800220097
5590.8203125,-82.79246257057615,146.6983998177351
5603.02734375,-69.86083944825594,7.909555057904759
5615.234375,-49.60894124538265,10.17659368180279
5627.44140625,-39.9752182849699,10.13795633951667
5639.6484375,-36.90324223918478,10.15440420376119
5651.85546875,-36.67136461455852,10.16998843585971
5664.0625,-36.73513916117082,10.14853127173021
5676.26953125,-38.43843120580072,10.11586129368988
5688.4765625,-45.63445309325865,9.951849136043519
5700.68359375,-62.38945542314337,7.114097416113732
5712.890625,-81.84189512019267,141.9977935024556
5725.09765625,-82.74875252926736,2.855544939619198
5737.3046875,-83.56158146891224,5.430527293785699
5749.51171875,-82.92848708891519,4.481959268128074
5761.71875,-82.51679639918306,2.590612195257044
5773.92578125,-80.76413749189021,169.5105144517336
5786.1328125,-81.12950558886232,175.9534360051987
5798.33984375,-82.71868454302148,166.3274783770791
5810.546875,-82.15145363584176,119.9389051421572
5822.75390625,-81.58494848747273,88.55102567852077
5834.9609375,-81.70801635798527,29.72788101506451
5847.16796875,-82.15722603994548,127.0928275821142
5859.375,-82.5429956578387,104.0594884024506
5871.58203125,-82.71750558428251,107.47679878838
5883.7890625,-82.85924103873364,123.3580277753701
5895.99609375,-82.69280246641549,143.587153933171
5908.203125,-82.68059484744282,168.3943473614178
5920.41015625,-82.33691904732649,16.36397106054098
5932.6171875,-82.55827699199779,30.22758129135477
5944.82421875,-83.16644239111726,31.01212356057522
5957.03125,-82.67392331030695,176.6580732906791
5969.23828125,-82.45403764068725,148.2316710512905
5981.4453125,-82.24463350830231,128.4484349209905
5993.65234375,-82.37735758192962,35.61860983467677
6005.859375,-81.69749486863468,155.5228473836636
6018.06640625,-81.22891650433102,156.6450166945819
6030.2734375,-82.18966062102895,159.2884359863407
6042.48046875,-82.48044928839478,167.6208443143991
6054.6875,-81.87223926199442,7.199822536944568
6066.89453125,-81.77320136702417,27.9494451476517
6079.1015625,-81.80196142317847,22.4895876362651
6091.30859375,-82.10143642452627,9.73839096396668
6103.515625,-82.16503362585112,77.99539018881202
6115.72265625,-80.51700166084871,69.09881892554007
6127.9296875,-81.63148095363016,45.82538590148733
6140.13671875,-82.77028948445006,43.98730366641858
6152.34375,-82.54059276278929,53.69303486108949
6164.55078125,-82.77412797169033,58.8908706036079
6176.7578125,-81.68952545869794,56.82958054522207
6188.96484375,-82.58648567770666,28.22832732795147
6201.171875,-82.99730008418025,40.05255742889039
6213.37890625,-81.75824793975514,35.8232877041512
6225.5859375,-81.72491871984619,0.7862315680078351
6237.79296875,-82.45378844909564,132.4556197393165
6250,-82.27130045707091,78.96029683312894
6262.20703125,-81.96222953550729,36.17588569999467
6274.4140625,-82.46919439602264,15.21664821762546
6286.62109375,-82.31162951314266,2.20488961229374
6298.828125,-82.88945893860313,177.3505112184593
6311.03515625,-82.23840486092615,139.9993807710912
6323.2421875,-82.67633352604824,169.1627919168723
6335.44921875,-82.03227025713063,162.4594386343648
6347.65625,-82.15716654697438,142.656368354635
6359.86328125,-81.39903394795346,106.599609493187
6372.0703125,-81.77205228581997,76.49609909079716
6384.27734375,-82.76393117088347,91.92377150056305
6396.484375,-82.93541708073457,140.2339862308751
6408.69140625,-83.44504045514742,25.30288868139099
6420.8984375,-83.50387886152625,43.64075772736385
6433.10546875,-82.74523816605407,55.76475651459448
6445.3125,-83.12286296866068,61.5347949170239
6457.51953125,-82.58459324339117,79.11027864392483
6469.7265625,-82.48274210426189,19.72366758091428
6481.93359375,-82.39082310286408,23.50493237795567
6494.140625,-82.41201057617984,16.6352116614139
6506.34765625,-82.9708940633852,12.81091091638675
6518.5546875,-82.05386702703188,7.984221506452912
6530.76171875,-82.34073077046241,1.48749374912295
6542.96875,-82.4982817554387,1.778095915270374
6555.17578125,-82.10063137006753,2.497121027169332
6567.3828125,-81.85438704081621,175.1481091591864
6579.58984375,-82.64910576120776,3.024804557605766
6591.796875,-82.74234310693802,27.2314571270812
6604.00390625,-82.40517303682228,48.23039095550892
6616.2109375,-82.1990703084202,56.31203421745197
6628.41796875,-82.22334079383066,126.8277668242893
6640.625,-82.6270471921905,86.00587226939014
6652.83203125,-83.45806589695536,94.5244259616598
6665.0390625,-82.98467670381262,91.88199648412581
6677.24609375,-83.30146847884984,63.58699708681507
6689.453125,-83.38268856466426,26.22060918732471
6701.66015625,-83.00929896249079,10.48101897320616
6713.8671875,-82.35812155445502,12.27580659363757
6726.07421875,-82.82233727573043,29.77357049764668
6738.28125,-82.52223553339192,60.27723750202907
6750.48828125,-82.3661855314708,101.3089253152929
6762.6953125,-82.52224466084515,126.202918014057
6774.90234375,-81.69254679047293,126.6013913662895
6787.109375,-82.23993994403091,111.3186364603285
6799.31640625,-81.23134710069998,73.01931359537922
6811.5234375,-80.84475825076338,50.61163943843165
6823.73046875,-82.07395962149674,61.71998213353402
6835.9375,-82.6266487443078,69.69275011076846
6848.14453125,-82.87681790093029,93.47786643941819
6860.3515625,-82.62643290098218,143.1306891571409
6872.55859375,-82.92334648803595,177.9669759876325
6884.765625,-82.96584464554336,36.8573269072255
6896.97265625,-82.04506726636939,49.42695774162646
6909.1796875,-80.66415473652063,59.38603001745363
6921.38671875,-81.61597730466859,117.7781581939526
6933.59375,-82.63441935285181,149.9966320835483
6945.80078125,-82.91371640578276,149.2076270534962
6958.0078125,-83.13409625948142,147.2104605557442
6970.21484375,-82.41478759256042,125.9046112179103
6982.421875,-83.23590752073748,97.3507168106247
6994.62890625,-82.57462602122752,79.60150345065966
7006.8359375,-82.51886490860747,57.55018159041818
7019.04296875,-82.00568957270158,43.16365969444578
7031.25,-81.33013041918397,0.559881140555076
7043.45703125,-82.45541331517536,108.7426695373322
7055.6640625,-82.26502752310437,120.8111082515713
7067.87109375,-82.54989360635066,153.8429163860727
7080.078125,-83.6007055409447,174.5763447597541
7092.28515625,-82.46394574227423,16.67971011573344
7104.4921875,-82.79386267504199,36.09928762405816
7116.69921875,-82.63223209612431,37.10061234185607
7128.90625,-82.26464126322389,5.666311773521302
7141.11328125,-82.74460753216906,73.81704840680992
7153.3203125,-83.50220200263612,74.82258372721053
7165.52734375,-82.98765772168694,69.94453723326218
7177.734375,-82.95770103780188,54.33023837077123
7189.94140625,-83.07202023475415,66.11997067631474
7202.1484375,-82.06960489611328,61.92904205979116
7214.35546875,-82.28424000428933,56.38478580946305
